sale_id,sale_date,customer_id,total_price,quantity,product_name,category,loyalty_tier
1485,2023-05-24 00:00:00,2192,164.43,3,Luksuslik trikoo slim-fit püksid,laste_riided,null
1311,2023-05-24 00:00:00,2554,251.52,1,Õhuline villane platvorm sandaalid,jalanõusid,null
1449,2023-05-24 00:00:00,3732,1386.80,4,Praktiline viskoosne jakk,naiste_riided,silver
1405,2023-05-25 00:00:00,3952,24.54,1,Praktiline trikoo sukkpüksid,laste_riided,null
1271,2023-05-25 00:00:00,3763,183.40,1,Moodne siidine sall,aksessuaarid,null
1400,2023-05-26 00:00:00,2578,274.05,5,Luksuslik trikoo slim-fit püksid,laste_riided,bronze
1440,2023-05-26 00:00:00,2741,787.45,5,Praktiline seemisnahkne tennised,jalanõusid,null
1330,2023-05-26 00:00:00,4703,141.05,1,Stiilne nahkne derbyd,jalanõusid,silver
1301,2023-05-26 00:00:00,3692,24.54,1,Praktiline trikoo sukkpüksid,laste_riided,bronze
1289,2023-05-26 00:00:00,4046,203.25,3,Luksuslik sünteetiline loaferid,jalanõusid,null
1534,2023-05-26 00:00:00,4215,509.85,3,Praktiline keraamiline kaabu,aksessuaarid,null
1360,2023-05-27 00:00:00,2440,208.83,1,Soe merino villane topik,naiste_riided,bronze
1470,2023-05-27 00:00:00,4801,53.58,2,Vintage keraamiline barett,aksessuaarid,bronze
1235,2023-05-28 00:00:00,4340,1123.62,3,Vintage tweed kampsun,meeste_riided,bronze
1370,2023-05-28 00:00:00,2549,105.29,1,Elegantne orgaaniline dressikomplekt,laste_riided,silver
1508,2023-05-28 00:00:00,4601,184.02,1,Trendikas kangast kindad,aksessuaarid,silver
1448,2023-05-29 00:00:00,2113,30.05,1,Trendikas fliisist tuulejope,laste_riided,gold
1392,2023-05-29 00:00:00,3536,72.58,1,Sportlik fliisist slim-fit püksid,laste_riided,silver
1327,2023-05-29 00:00:00,2301,298.80,4,Luksuslik villane saapad,jalanõusid,bronze
1335,2023-05-29 00:00:00,3614,24.67,1,Moodne orgaaniline bleiser,laste_riided,gold
1252,2023-05-29 00:00:00,3647,347.24,2,Elegantne siidine müts,aksessuaarid,null
1238,2023-05-29 00:00:00,3121,210.18,2,Kerge linane kampsun,meeste_riided,silver
1364,2023-05-30 00:00:00,3954,184.02,1,Trendikas kangast kindad,aksessuaarid,null
1318,2023-05-30 00:00:00,3766,17.97,1,Luksuslik nahkne käekott,aksessuaarid,gold
1558,2023-05-31 00:00:00,2059,192.22,2,Sportlik goretex nahk sandaalid,jalanõusid,silver
1509,2023-05-31 00:00:00,4498,438.76,2,Stiilne kangast nokamüts,aksessuaarid,gold
1683,2023-06-01 00:00:00,3972,154.71,1,Klassikaline linane parka,meeste_riided,silver
1901,2023-06-01 00:00:00,4205,110.70,1,Elegantne villane sukkpüksid,laste_riided,null
1710,2023-06-01 00:00:00,4178,258.91,1,Mugav merino villane cargo püksid,meeste_riided,null
1799,2023-06-01 00:00:00,2596,169.95,1,Praktiline keraamiline kaabu,aksessuaarid,null
1713,2023-06-01 00:00:00,4043,713.14,2,Õhuline tweed püksid,meeste_riided,null
1900,2023-06-01 00:00:00,3618,72.14,1,Vintage villane püksid,laste_riided,gold
1696,2023-06-02 00:00:00,2819,296.04,3,Stiilne puuvillane mantelpaltoo,laste_riided,silver
1950,2023-06-02 00:00:00,4749,540.42,3,Mugav džersii pusa,naiste_riided,silver
1906,2023-06-02 00:00:00,3685,154.74,3,Soe puuvillane chino püksid,laste_riided,silver
1791,2023-06-02 00:00:00,3882,102.12,3,Sportlik villane püksid,laste_riided,gold
1774,2023-06-02 00:00:00,3578,86.14,1,Sportlik puuvillane chino püksid,laste_riided,silver
1600,2023-06-03 00:00:00,4829,169.08,2,Minimalistlik nahkne derbyd,jalanõusid,gold
1605,2023-06-03 00:00:00,2221,291.72,1,Õhuline sünteetiline kõrge kontsaga kingad,jalanõusid,null
1591,2023-06-03 00:00:00,3851,304.14,1,Trendikas viskoosne topik,naiste_riided,bronze
1623,2023-06-03 00:00:00,3041,158.51,1,Elegantne kashmiir tuulejope,naiste_riided,null
1723,2023-06-03 00:00:00,3849,368.67,1,Moodne villane nahk sandaalid,jalanõusid,gold
1923,2023-06-03 00:00:00,4484,752.66,2,Õhuline villane jooksutossud,jalanõusid,null
1768,2023-06-04 00:00:00,2547,417.66,2,Soe merino villane topik,naiste_riided,null
1741,2023-06-04 00:00:00,3769,211.35,1,Moodne viskoosne plisseeseelik,naiste_riided,silver
1587,2023-06-04 00:00:00,2284,210.36,1,Kerge villane talvesaapad,jalanõusid,silver
1876,2023-06-04 00:00:00,3605,253.80,1,Klassikaline kangast platvormi kontsad,jalanõusid,null
1926,2023-06-04 00:00:00,2585,181.68,1,Boheemlaslik kangast kangasvöö,aksessuaarid,silver
1863,2023-06-05 00:00:00,2108,603.94,2,Kerge džersii pluus,naiste_riided,bronze
1859,2023-06-05 00:00:00,3316,368.67,1,Moodne villane nahk sandaalid,jalanõusid,gold
1685,2023-06-05 00:00:00,4319,317.02,2,Elegantne kashmiir tuulejope,naiste_riided,gold
1982,2023-06-05 00:00:00,4849,108.09,1,Luksuslik satiinne teksapüksid,naiste_riided,silver
1940,2023-06-05 00:00:00,2845,401.54,2,Mugav kashmiir skaterkleit,naiste_riided,silver
1831,2023-06-06 00:00:00,3759,921.81,3,Sportlik seemisnahkne nahk sandaalid,jalanõusid,silver
1896,2023-06-06 00:00:00,4141,588.64,4,Moodne keraamiline sall,aksessuaarid,null
1611,2023-06-06 00:00:00,4030,51.58,1,Soe puuvillane chino püksid,laste_riided,null
1621,2023-06-06 00:00:00,4153,373.54,2,Klassikaline puust nahkvöö,aksessuaarid,gold
1845,2023-06-06 00:00:00,3605,53.24,2,Luksuslik softshell komplekt,laste_riided,null
1913,2023-06-06 00:00:00,2997,849.75,5,Praktiline keraamiline kaabu,aksessuaarid,gold
1702,2023-06-06 00:00:00,2797,183.31,1,Boheemlaslik siidine sõrmkindad,aksessuaarid,bronze
1750,2023-06-06 00:00:00,2983,104.27,1,Trendikas trikoo skaterkleit,laste_riided,null
1981,2023-06-06 00:00:00,2884,17.97,1,Luksuslik nahkne käekott,aksessuaarid,null
1737,2023-06-07 00:00:00,3928,162.86,1,Klassikaline siidine tuulejope,naiste_riided,silver
1620,2023-06-07 00:00:00,2494,17.97,1,Luksuslik nahkne käekott,aksessuaarid,silver
1707,2023-06-07 00:00:00,3221,53.58,2,Vintage keraamiline barett,aksessuaarid,silver
1880,2023-06-07 00:00:00,2620,155.45,1,Moodne kangast sõrmus,aksessuaarid,silver
1972,2023-06-07 00:00:00,3767,812.07,3,Soe nahkne platvormi kontsad,jalanõusid,null
1725,2023-06-08 00:00:00,2805,125.52,1,Elegantne teksane cargo püksid,meeste_riided,null
1933,2023-06-08 00:00:00,3108,159.57,3,Soe orgaaniline sokid,laste_riided,gold
1678,2023-06-08 00:00:00,3817,327.28,2,Minimalistlik sünteetiline saapad,jalanõusid,silver
1753,2023-06-08 00:00:00,2808,51.10,1,Elegantne klaasist barett,aksessuaarid,null
1637,2023-06-08 00:00:00,2397,501.69,3,Trendikas trikoo chino püksid,laste_riided,null
1803,2023-06-08 00:00:00,2137,241.13,1,Õhuline seemisnahkne rannasandaalid,jalanõusid,null
1765,2023-06-08 00:00:00,3436,225.81,1,Klassikaline kashmiir pusa,naiste_riided,silver
1951,2023-06-09 00:00:00,2200,363.36,2,Boheemlaslik kangast kangasvöö,aksessuaarid,null
1771,2023-06-09 00:00:00,3618,77.60,1,Klassikaline flanellne smokingüklikond,meeste_riided,gold
1649,2023-06-09 00:00:00,3648,332.55,1,Praktiline merino villane parka,meeste_riided,silver
1686,2023-06-09 00:00:00,2725,396.58,2,Mugav tweed kardigan,meeste_riided,null
1594,2023-06-10 00:00:00,4168,95.76,2,Praktiline klaasist sõrmkindad,aksessuaarid,bronze
1811,2023-06-10 00:00:00,3197,150.11,1,Mugav viskoosne plisseeseelik,naiste_riided,silver
1697,2023-06-10 00:00:00,3885,257.39,1,Moodne kashmiir pullover,naiste_riided,gold
1855,2023-06-10 00:00:00,3560,676.86,2,Mugav tweed ülikond,meeste_riided,silver
1862,2023-06-10 00:00:00,4184,145.46,2,Minimalistlik džersii chino püksid,naiste_riided,gold
1964,2023-06-10 00:00:00,2355,102.20,2,Elegantne klaasist barett,aksessuaarid,null
1757,2023-06-10 00:00:00,2486,98.79,3,Klassikaline satiinne mantelpaltoo,naiste_riided,null
1766,2023-06-11 00:00:00,3703,1207.86,3,Klassikaline seemisnahkne jooksutossud,jalanõusid,bronze
1988,2023-06-11 00:00:00,3471,614.48,4,Praktiline seemisnahkne saapad,jalanõusid,silver
1625,2023-06-11 00:00:00,2154,469.98,2,Õhuline viskoosne jakk,naiste_riided,gold
1944,2023-06-12 00:00:00,4372,697.83,3,Klassikaline villane madalad kontsad,jalanõusid,silver
1693,2023-06-12 00:00:00,2457,106.21,1,Luksuslik fliisist komplekt,laste_riided,silver
1853,2023-06-12 00:00:00,4949,219.24,4,Luksuslik trikoo slim-fit püksid,laste_riided,bronze
1829,2023-06-12 00:00:00,2108,130.00,2,Vintage seemisnahkne jooksutossud,jalanõusid,bronze
1910,2023-06-12 00:00:00,4031,167.23,1,Trendikas trikoo chino püksid,laste_riided,null
1907,2023-06-12 00:00:00,4610,257.39,1,Moodne kashmiir pullover,naiste_riided,null
1574,2023-06-13 00:00:00,3618,116.20,1,Stiilne linane tuulejope,meeste_riided,gold
1718,2023-06-13 00:00:00,2457,60.37,1,Soe viskoosne skaterkleit,naiste_riided,silver
1805,2023-06-13 00:00:00,4508,150.11,1,Mugav viskoosne plisseeseelik,naiste_riided,silver
1706,2023-06-13 00:00:00,3987,276.20,1,Minimalistlik kashmiir bleiser,naiste_riided,bronze
1764,2023-06-13 00:00:00,2015,123.82,1,Luksuslik džersii chino püksid,meeste_riided,silver
1936,2023-06-13 00:00:00,3019,371.05,1,Trendikas goretex oxfordid,jalanõusid,null
1809,2023-06-13 00:00:00,2338,124.89,3,Minimalistlik puuvillane tuunika,naiste_riided,silver
1828,2023-06-14 00:00:00,4238,328.86,3,Soe džersii suvekleit,naiste_riided,gold
1789,2023-06-14 00:00:00,4266,208.54,2,Trendikas trikoo skaterkleit,laste_riided,bronze
1968,2023-06-14 00:00:00,2636,702.66,2,Boheemlaslik linane pullover,naiste_riided,silver
1833,2023-06-14 00:00:00,4460,62.55,1,Soe kangast nahk sandaalid,jalanõusid,silver
1852,2023-06-15 00:00:00,3431,742.56,3,Luksuslik merino villane chino püksid,naiste_riided,gold
1994,2023-06-15 00:00:00,4066,697.83,3,Klassikaline villane madalad kontsad,jalanõusid,gold
1701,2023-06-15 00:00:00,3469,339.90,2,Praktiline keraamiline kaabu,aksessuaarid,gold
1745,2023-06-15 00:00:00,3964,-187.16,1,Trendikas sünteetiline platvorm sandaalid,jalanõusid,bronze
1760,2023-06-15 00:00:00,4349,290.55,1,Vintage džersii tuunika,naiste_riided,gold
1902,2023-06-15 00:00:00,4985,283.95,3,Minimalistlik trikoo pidžaama,laste_riided,null
1836,2023-06-15 00:00:00,2766,98.68,1,Stiilne puuvillane mantelpaltoo,laste_riided,silver
1665,2023-06-16 00:00:00,2635,121.51,1,Stiilne kangast jooksutossud,jalanõusid,gold
1881,2023-06-16 00:00:00,3875,65.00,1,Vintage seemisnahkne jooksutossud,jalanõusid,null
1724,2023-06-16 00:00:00,2068,272.05,1,Praktiline viskoosne õhtukleit,naiste_riided,silver
1792,2023-06-16 00:00:00,4949,488.58,3,Klassikaline siidine tuulejope,naiste_riided,bronze
1626,2023-06-16 00:00:00,4105,47.07,1,Boheemlaslik klaasist kaelakee,aksessuaarid,null
1652,2023-06-16 00:00:00,4612,325.72,2,Klassikaline siidine tuulejope,naiste_riided,gold
1834,2023-06-16 00:00:00,2030,608.28,2,Trendikas viskoosne topik,naiste_riided,silver
1864,2023-06-18 00:00:00,3737,503.04,2,Õhuline villane platvorm sandaalid,jalanõusid,silver
1748,2023-06-18 00:00:00,3762,215.34,2,Vintage teksane chino püksid,meeste_riided,bronze
1920,2023-06-18 00:00:00,3777,184.02,1,Trendikas kangast kindad,aksessuaarid,silver
1657,2023-06-18 00:00:00,3758,89.29,1,Klassikaline džersii bleiser,meeste_riided,null
1648,2023-06-19 00:00:00,3034,416.22,2,Klassikaline flanellne cargo püksid,meeste_riided,null
1613,2023-06-19 00:00:00,4367,139.74,1,Trendikas džersii miniseelik,naiste_riided,silver
1720,2023-06-19 00:00:00,4744,407.40,5,Õhuline kangast nahk sandaalid,jalanõusid,null
1715,2023-06-19 00:00:00,3848,393.82,2,Sportlik džersii püksid,meeste_riided,null
1608,2023-06-19 00:00:00,4075,549.74,2,Õhuline goretex kingad,jalanõusid,null
1638,2023-06-19 00:00:00,3632,252.84,2,Sportlik merino villane ülikond,meeste_riided,null
1877,2023-06-19 00:00:00,3997,256.74,2,Mugav fliisist alussärk,laste_riided,null
1583,2023-06-19 00:00:00,4790,-145.46,2,Minimalistlik džersii chino püksid,naiste_riided,null
1692,2023-06-19 00:00:00,4949,95.87,1,Sportlik softshell teksapüksid,laste_riided,bronze
1606,2023-06-19 00:00:00,4793,84.54,1,Minimalistlik nahkne derbyd,jalanõusid,null
1839,2023-06-19 00:00:00,4357,208.11,1,Klassikaline flanellne cargo püksid,meeste_riided,gold
1942,2023-06-19 00:00:00,3669,302.79,3,Boheemlaslik polüester casual särk,meeste_riided,null
1650,2023-06-20 00:00:00,2941,206.52,1,Kerge satiinne jakk,naiste_riided,null
1813,2023-06-20 00:00:00,2889,232.61,1,Klassikaline villane madalad kontsad,jalanõusid,silver
1882,2023-06-20 00:00:00,3911,44.08,2,Elegantne metallist sall,aksessuaarid,bronze
1983,2023-06-20 00:00:00,2279,114.16,2,Kerge puust barett,aksessuaarid,null
1662,2023-06-21 00:00:00,4855,504.66,2,Mugav kashmiir pusa,naiste_riided,gold
1639,2023-06-21 00:00:00,2652,295.84,2,Minimalistlik fliisist slim-fit püksid,laste_riided,silver
1738,2023-06-21 00:00:00,2487,358.70,2,Luksuslik puuvillane jakk,naiste_riided,null
1993,2023-06-21 00:00:00,3486,610.17,3,Boheemlaslik villane barett,aksessuaarid,null
1815,2023-06-21 00:00:00,4424,105.09,1,Kerge linane kampsun,meeste_riided,null
1586,2023-06-22 00:00:00,3160,211.35,1,Moodne viskoosne plisseeseelik,naiste_riided,null
1800,2023-06-22 00:00:00,4192,-66.48,4,Moodne villane kaelasall,aksessuaarid,silver
1884,2023-06-22 00:00:00,2025,105.23,1,Soe trikoo pühapäevakleit,laste_riided,null
1733,2023-06-23 00:00:00,2642,504.66,2,Mugav kashmiir pusa,naiste_riided,bronze
1677,2023-06-23 00:00:00,4260,279.48,2,Trendikas džersii miniseelik,naiste_riided,gold
1747,2023-06-23 00:00:00,4562,120.59,1,Elegantne tweed smokingüklikond,meeste_riided,null
1763,2023-06-23 00:00:00,4868,53.01,1,Trendikas flanellne mantelpaltoo,meeste_riided,gold
1832,2023-06-23 00:00:00,3648,549.00,2,Luksuslik polüester V-kaelusega kampsun,meeste_riided,silver
1908,2023-06-23 00:00:00,3476,583.44,2,Õhuline sünteetiline kõrge kontsaga kingad,jalanõusid,null
1687,2023-06-23 00:00:00,2192,120.20,4,Trendikas fliisist tuulejope,laste_riided,null
1754,2023-06-24 00:00:00,2889,-374.32,2,Trendikas sünteetiline platvorm sandaalid,jalanõusid,silver
1974,2023-06-24 00:00:00,2963,16.62,1,Moodne villane kaelasall,aksessuaarid,silver
1691,2023-06-25 00:00:00,4414,85.28,2,Stiilne merino villane parka,naiste_riided,silver
1618,2023-06-25 00:00:00,4762,404.82,3,Elegantne keraamiline labakindad,aksessuaarid,silver
1917,2023-06-26 00:00:00,2826,697.83,3,Klassikaline villane madalad kontsad,jalanõusid,null
1899,2023-06-26 00:00:00,4169,211.35,1,Moodne viskoosne plisseeseelik,naiste_riided,null
1844,2023-06-26 00:00:00,3856,295.84,2,Minimalistlik fliisist slim-fit püksid,laste_riided,gold
1824,2023-06-26 00:00:00,3605,208.83,1,Soe merino villane topik,naiste_riided,null
1826,2023-06-26 00:00:00,2577,203.39,1,Boheemlaslik villane barett,aksessuaarid,null
1820,2023-06-26 00:00:00,2183,160.78,2,Luksuslik villane bleiser,laste_riided,bronze
1987,2023-06-27 00:00:00,4073,57.08,1,Kerge puust barett,aksessuaarid,null
1709,2023-06-27 00:00:00,2368,168.82,2,Minimalistlik seemisnahkne chelsea botased,jalanõusid,null
1955,2023-06-28 00:00:00,2205,848.85,3,Sportlik džersii parka,naiste_riided,gold
1769,2023-06-28 00:00:00,3100,107.36,1,Vintage orgaaniline komplekt,laste_riided,null
1787,2023-06-28 00:00:00,2546,844.10,5,Vintage fliisist koolikomplekt,laste_riided,silver
1581,2023-06-28 00:00:00,3820,51.10,1,Elegantne klaasist barett,aksessuaarid,null
1743,2023-06-28 00:00:00,3837,98.68,1,Stiilne puuvillane mantelpaltoo,laste_riided,null
1850,2023-06-29 00:00:00,3784,507.60,2,Klassikaline kangast platvormi kontsad,jalanõusid,bronze
1673,2023-06-29 00:00:00,4507,63.95,1,Stiilne villane kontsakingad,jalanõusid,bronze
1873,2023-06-29 00:00:00,2973,53.24,2,Luksuslik softshell komplekt,laste_riided,bronze
1945,2023-06-29 00:00:00,3760,65.60,1,Elegantne puust kootud müts,aksessuaarid,gold
1627,2023-06-29 00:00:00,3070,194.46,1,Soe džersii cargo püksid,naiste_riided,silver
1916,2023-06-29 00:00:00,4013,246.97,1,Minimalistlik džersii polo särk,meeste_riided,null
1643,2023-06-29 00:00:00,4530,1302.24,3,Õhuline sünteetiline sporditossud,jalanõusid,null
1970,2023-06-30 00:00:00,4384,48.85,1,Luksuslik tweed linane särk,meeste_riided,null
1858,2023-06-30 00:00:00,3580,442.38,2,Mugav goretex platvormi kontsad,jalanõusid,silver
1869,2023-06-30 00:00:00,3605,147.16,1,Moodne keraamiline sall,aksessuaarid,null
1770,2023-06-30 00:00:00,3196,-166.27,1,Praktiline merino villane pusa,naiste_riided,gold
1589,2023-06-30 00:00:00,2629,595.26,3,Boheemlaslik seemisnahkne oxfordid,jalanõusid,silver
1729,2023-06-30 00:00:00,2335,665.10,2,Praktiline merino villane parka,meeste_riided,silver
1666,2023-06-30 00:00:00,2515,144.20,1,Mugav flanellne parka,meeste_riided,null
1703,2023-06-30 00:00:00,4178,243.93,1,Soe polüester smokingüklikond,meeste_riided,null
2236,2023-07-01 00:00:00,3646,58.49,1,Luksuslik nahkne madalad kontsad,jalanõusid,gold
2058,2023-07-01 00:00:00,2535,72.60,1,Praktiline trikoo püksid,laste_riided,null
2074,2023-07-01 00:00:00,4870,69.39,1,Trendikas sünteetiline mokassiinid,jalanõusid,bronze
2357,2023-07-01 00:00:00,3085,89.39,1,Klassikaline linane mantelpaltoo,meeste_riided,null
2253,2023-07-02 00:00:00,4224,94.25,1,Trendikas villane tuulejope,laste_riided,silver
2414,2023-07-02 00:00:00,3233,72.73,1,Minimalistlik džersii chino püksid,naiste_riided,null
2225,2023-07-02 00:00:00,3660,145.46,2,Minimalistlik džersii chino püksid,naiste_riided,silver
2418,2023-07-02 00:00:00,2096,243.96,2,Luksuslik keraamiline seljakott,aksessuaarid,gold
2385,2023-07-02 00:00:00,3942,440.08,4,Moodne viskoosne teksapüksid,naiste_riided,gold
2135,2023-07-03 00:00:00,4932,140.64,1,Minimalistlik villane bleiser,laste_riided,gold
2091,2023-07-03 00:00:00,2668,221.70,3,Trendikas puuvillane body,laste_riided,null
2060,2023-07-03 00:00:00,3826,242.43,1,Sportlik polüester püksid,meeste_riided,bronze
2167,2023-07-03 00:00:00,3655,453.24,3,Vintage merino villane tuulejope,meeste_riided,null
2380,2023-07-03 00:00:00,4720,873.68,4,Elegantne flanellne cargo püksid,meeste_riided,null
2044,2023-07-03 00:00:00,2713,385.32,3,Elegantne orgaaniline tuulejope,laste_riided,null
2039,2023-07-04 00:00:00,3668,219.19,1,Elegantne linane bleiser,naiste_riided,null
2006,2023-07-04 00:00:00,4078,22.70,1,Minimalistlik puuvillane pidžaama,laste_riided,null
2018,2023-07-04 00:00:00,2926,183.31,1,Boheemlaslik siidine sõrmkindad,aksessuaarid,null
2330,2023-07-04 00:00:00,3154,208.83,1,Soe merino villane topik,naiste_riided,null
2240,2023-07-05 00:00:00,2053,253.80,1,Klassikaline kangast platvormi kontsad,jalanõusid,null
2089,2023-07-05 00:00:00,2294,280.02,1,Soe siidine särk-pluus,naiste_riided,null
2331,2023-07-05 00:00:00,2693,300.22,2,Mugav viskoosne plisseeseelik,naiste_riided,bronze
2069,2023-07-05 00:00:00,3828,105.23,1,Soe trikoo pühapäevakleit,laste_riided,null
2102,2023-07-05 00:00:00,2192,417.66,2,Soe merino villane topik,naiste_riided,null
2025,2023-07-06 00:00:00,4380,88.08,1,Minimalistlik trikoo tuulejope,laste_riided,gold
2134,2023-07-06 00:00:00,3035,269.88,2,Elegantne keraamiline labakindad,aksessuaarid,null
2383,2023-07-06 00:00:00,4206,83.23,1,Moodne kashmiir seelik,naiste_riided,null
2372,2023-07-06 00:00:00,4468,62.55,1,Soe kangast nahk sandaalid,jalanõusid,null
2088,2023-07-06 00:00:00,3708,347.16,1,Mugav flanellne linane kostüüm,meeste_riided,gold
2247,2023-07-06 00:00:00,2968,110.70,1,Elegantne villane sukkpüksid,laste_riided,silver
2336,2023-07-07 00:00:00,3185,169.08,2,Minimalistlik nahkne derbyd,jalanõusid,bronze
2199,2023-07-07 00:00:00,2017,107.67,1,Vintage teksane chino püksid,meeste_riided,silver
2023,2023-07-07 00:00:00,3062,418.10,2,Stiilne kashmiir jakk,naiste_riided,null
2223,2023-07-07 00:00:00,2217,321.78,3,Minimalistlik siidine labakindad,aksessuaarid,gold
2234,2023-07-07 00:00:00,4672,634.05,3,Moodne viskoosne plisseeseelik,naiste_riided,silver
2037,2023-07-07 00:00:00,4612,256.74,2,Mugav fliisist alussärk,laste_riided,gold
2368,2023-07-08 00:00:00,2099,212.42,2,Luksuslik fliisist komplekt,laste_riided,silver
2064,2023-07-08 00:00:00,2154,86.14,1,Sportlik puuvillane chino püksid,laste_riided,gold
2282,2023-07-08 00:00:00,2808,204.87,1,Praktiline villane kott,aksessuaarid,null
2171,2023-07-09 00:00:00,4755,171.33,1,Soe teksane bleiser,meeste_riided,bronze
2216,2023-07-09 00:00:00,3096,302.86,1,Õhuline sünteetiline rannasandaalid,jalanõusid,gold
2302,2023-07-09 00:00:00,2758,229.55,1,Elegantne džersii cargo püksid,naiste_riided,gold
2221,2023-07-09 00:00:00,3518,155.45,1,Moodne kangast sõrmus,aksessuaarid,bronze
2255,2023-07-09 00:00:00,3648,99.57,1,Vintage softshell alussärk,laste_riided,silver
2072,2023-07-09 00:00:00,4523,28.56,1,Trendikas keraamiline sõrmkindad,aksessuaarid,null
2136,2023-07-09 00:00:00,3361,466.35,3,Moodne kangast sõrmus,aksessuaarid,silver
2077,2023-07-09 00:00:00,2744,246.97,1,Minimalistlik džersii polo särk,meeste_riided,gold
2355,2023-07-09 00:00:00,4207,454.35,3,Mugav softshell slim-fit püksid,laste_riided,gold
2076,2023-07-10 00:00:00,3719,1000.68,4,Luksuslik merino villane kapuutsiga pusa,naiste_riided,silver
2036,2023-07-10 00:00:00,3829,24.67,1,Moodne orgaaniline bleiser,laste_riided,silver
2052,2023-07-10 00:00:00,2404,592.80,2,Klassikaline puuvillane skaterkleit,naiste_riided,gold
2346,2023-07-10 00:00:00,2849,62.56,1,Boheemlaslik kangast reisikott,aksessuaarid,gold
2185,2023-07-10 00:00:00,3391,257.39,1,Moodne kashmiir pullover,naiste_riided,gold
2351,2023-07-10 00:00:00,2227,147.92,1,Minimalistlik fliisist slim-fit püksid,laste_riided,silver
2371,2023-07-11 00:00:00,3233,172.92,2,Moodne trikoo koolikomplekt,laste_riided,null
2315,2023-07-11 00:00:00,3605,80.39,1,Luksuslik villane bleiser,laste_riided,null
2409,2023-07-11 00:00:00,4949,53.91,3,Luksuslik nahkne käekott,aksessuaarid,bronze
2147,2023-07-12 00:00:00,3457,351.62,1,Sportlik džersii ülikond,meeste_riided,bronze
2097,2023-07-12 00:00:00,3046,232.40,2,Stiilne linane tuulejope,meeste_riided,gold
2334,2023-07-12 00:00:00,3405,73.90,1,Trendikas puuvillane body,laste_riided,bronze
2046,2023-07-12 00:00:00,2723,274.87,1,Õhuline goretex kingad,jalanõusid,null
2291,2023-07-12 00:00:00,2149,290.92,4,Minimalistlik džersii chino püksid,naiste_riided,gold
2189,2023-07-12 00:00:00,3514,166.27,1,Praktiline merino villane pusa,naiste_riided,null
2279,2023-07-13 00:00:00,4346,247.52,1,Luksuslik merino villane chino püksid,naiste_riided,gold
2301,2023-07-13 00:00:00,2008,814.05,3,Vintage villane rannasandaalid,jalanõusid,gold
2361,2023-07-14 00:00:00,2163,469.58,2,Soe teksane chino püksid,meeste_riided,null
2321,2023-07-14 00:00:00,4422,165.12,3,Minimalistlik villane pühapäevakleit,laste_riided,silver
2153,2023-07-14 00:00:00,3617,163.70,2,Luksuslik džersii ülikond,meeste_riided,silver
2099,2023-07-14 00:00:00,2631,276.26,2,Õhuline orgaaniline alussärk,laste_riided,null
2290,2023-07-14 00:00:00,3356,509.52,4,Kerge puuvillane slim-fit särk,meeste_riided,gold
2413,2023-07-15 00:00:00,3719,208.11,1,Klassikaline flanellne cargo püksid,meeste_riided,silver
2093,2023-07-15 00:00:00,2504,196.56,3,Luksuslik goretex tennised,jalanõusid,null
2365,2023-07-15 00:00:00,4203,149.40,2,Luksuslik villane saapad,jalanõusid,silver
2111,2023-07-15 00:00:00,3434,94.65,1,Minimalistlik trikoo pidžaama,laste_riided,gold
2106,2023-07-15 00:00:00,3041,218.99,1,Boheemlaslik džersii teksapüksid,naiste_riided,null
2410,2023-07-15 00:00:00,2610,421.74,2,Soe linane mantelpaltoo,meeste_riided,null
2251,2023-07-16 00:00:00,2867,389.14,2,Kerge metallist labakindad,aksessuaarid,gold
2083,2023-07-16 00:00:00,2957,448.38,2,Boheemlaslik satiinne seelik,naiste_riided,null
2293,2023-07-16 00:00:00,2380,282.95,1,Sportlik džersii parka,naiste_riided,gold
2287,2023-07-16 00:00:00,4920,276.97,1,Klassikaline kangast tennised,jalanõusid,silver
2145,2023-07-16 00:00:00,3203,690.18,3,Vintage polüester slim-fit püksid,meeste_riided,bronze
2390,2023-07-16 00:00:00,4597,127.74,2,Boheemlaslik softshell komplekt,laste_riided,silver
2020,2023-07-17 00:00:00,2343,504.66,2,Mugav kashmiir pusa,naiste_riided,gold
2206,2023-07-17 00:00:00,3201,581.10,2,Vintage džersii tuunika,naiste_riided,gold
2297,2023-07-17 00:00:00,2759,299.10,2,Luksuslik keraamiline elastne vöö,aksessuaarid,null
2016,2023-07-17 00:00:00,3197,321.78,3,Minimalistlik siidine labakindad,aksessuaarid,silver
2087,2023-07-18 00:00:00,2766,83.10,1,Õhuline linane bleiser,meeste_riided,silver
2142,2023-07-18 00:00:00,2972,84.54,1,Minimalistlik nahkne derbyd,jalanõusid,null
2181,2023-07-18 00:00:00,3605,53.58,2,Vintage keraamiline barett,aksessuaarid,null
2396,2023-07-18 00:00:00,2272,234.99,1,Õhuline viskoosne jakk,naiste_riided,null
2035,2023-07-18 00:00:00,4640,285.14,2,Sportlik linane bleiser,meeste_riided,silver
2269,2023-07-18 00:00:00,4312,389.14,2,Kerge metallist labakindad,aksessuaarid,null
2416,2023-07-19 00:00:00,3669,437.98,2,Boheemlaslik džersii teksapüksid,naiste_riided,null
2007,2023-07-19 00:00:00,2863,366.80,2,Moodne siidine sall,aksessuaarid,gold
2067,2023-07-19 00:00:00,2117,1050.57,3,Õhuline goretex tennised,jalanõusid,null
