sale_id,sale_date,total_price,quantity,store_location,channel,category
2298,2023-07-25 00:00:00,71.04,3,Tallinn,pood,laste_riided
2303,2023-07-25 00:00:00,97.16,2,Pärnu,pood,laste_riided
2323,2023-07-25 00:00:00,659.98,2,Tallinn,pood,jalanõusid
2347,2023-07-25 00:00:00,131.20,2,null,online,aksessuaarid
2399,2023-07-25 00:00:00,329.99,1,Tallinn,pood,jalanõusid
2408,2023-07-25 00:00:00,500.34,2,Tallinn,pood,naiste_riided
2419,2023-07-25 00:00:00,229.55,1,Tallinn,pood,naiste_riided
2043,2023-07-26 00:00:00,219.38,1,Tallinn,pood,aksessuaarid
2050,2023-07-26 00:00:00,289.50,3,null,online,meeste_riided
2059,2023-07-26 00:00:00,1128.99,3,Tallinn,pood,jalanõusid
2082,2023-07-26 00:00:00,431.16,2,null,online,aksessuaarid
2084,2023-07-26 00:00:00,460.86,3,Tallinn,pood,jalanõusid
2160,2023-07-26 00:00:00,26.79,1,null,online,aksessuaarid
2183,2023-07-26 00:00:00,409.74,2,null,online,aksessuaarid
2202,2023-07-26 00:00:00,95.87,1,Pärnu,pood,laste_riided
2205,2023-07-26 00:00:00,163.53,1,Tallinn,pood,meeste_riided
2228,2023-07-26 00:00:00,69.39,1,null,online,jalanõusid
2283,2023-07-26 00:00:00,254.85,3,Tartu,pood,laste_riided
2362,2023-07-26 00:00:00,759.78,3,null,online,meeste_riided
2405,2023-07-26 00:00:00,31.65,1,Tallinn,pood,laste_riided
2000,2023-07-27 00:00:00,72.14,1,null,online,laste_riided
2011,2023-07-27 00:00:00,191.85,3,Tallinn,pood,jalanõusid
2098,2023-07-27 00:00:00,183.31,1,null,online,aksessuaarid
2100,2023-07-27 00:00:00,109.42,1,Pärnu,pood,aksessuaarid
2108,2023-07-27 00:00:00,49.08,2,Tallinn,pood,laste_riided
2117,2023-07-27 00:00:00,434.08,1,Tallinn,pood,jalanõusid
2165,2023-07-27 00:00:00,144.20,1,Tallinn,pood,meeste_riided
2186,2023-07-27 00:00:00,149.47,1,Tallinn,pood,aksessuaarid
2187,2023-07-27 00:00:00,796.25,5,Tallinn,pood,meeste_riided
2188,2023-07-27 00:00:00,50.85,1,Tartu,pood,aksessuaarid
2245,2023-07-27 00:00:00,110.70,1,Tallinn,pood,laste_riided
2320,2023-07-27 00:00:00,68.10,3,Tallinn,pood,laste_riided
2354,2023-07-27 00:00:00,149.47,1,Pärnu,pood,aksessuaarid
2358,2023-07-27 00:00:00,156.18,2,Tartu,pood,naiste_riided
2363,2023-07-27 00:00:00,368.97,1,Tallinn,pood,jalanõusid
2015,2023-07-28 00:00:00,182.77,1,Tartu,pood,naiste_riided
2110,2023-07-28 00:00:00,102.12,3,Pärnu,pood,laste_riided
2112,2023-07-28 00:00:00,49.08,2,Pärnu,pood,laste_riided
2182,2023-07-28 00:00:00,466.35,3,Tallinn,pood,aksessuaarid
2209,2023-07-28 00:00:00,635.76,4,null,online,jalanõusid
2242,2023-07-28 00:00:00,86.46,1,Tartu,pood,laste_riided
2244,2023-07-28 00:00:00,167.94,2,Tallinn,pood,jalanõusid
2308,2023-07-28 00:00:00,62.56,1,Tartu,pood,aksessuaarid
2337,2023-07-28 00:00:00,111.26,1,null,online,naiste_riided
2350,2023-07-28 00:00:00,339.21,1,null,online,jalanõusid
2364,2023-07-28 00:00:00,259.23,1,Tallinn,pood,meeste_riided
2377,2023-07-28 00:00:00,203.67,1,Tallinn,pood,meeste_riided
2378,2023-07-28 00:00:00,106.71,1,Tallinn,pood,aksessuaarid
2381,2023-07-28 00:00:00,251.96,2,Tallinn,pood,naiste_riided
2421,2023-07-28 00:00:00,368.30,2,Tallinn,pood,aksessuaarid
2008,2023-07-29 00:00:00,110.53,1,Tallinn,pood,meeste_riided
2022,2023-07-29 00:00:00,32.93,1,Tallinn,pood,naiste_riided
2030,2023-07-29 00:00:00,487.86,2,Tallinn,pood,meeste_riided
2040,2023-07-29 00:00:00,608.52,4,Tallinn,pood,meeste_riided
2056,2023-07-29 00:00:00,103.00,2,Pärnu,pood,laste_riided
2066,2023-07-29 00:00:00,53.99,1,Tallinn,pood,laste_riided
2123,2023-07-29 00:00:00,1392.95,5,null,online,meeste_riided
2131,2023-07-29 00:00:00,388.92,2,Tallinn,pood,naiste_riided
2148,2023-07-29 00:00:00,84.95,1,Tartu,pood,laste_riided
2177,2023-07-29 00:00:00,265.20,1,Pärnu,pood,naiste_riided
2178,2023-07-29 00:00:00,60.80,1,null,online,laste_riided
2192,2023-07-29 00:00:00,219.83,1,Tallinn,pood,aksessuaarid
2259,2023-07-29 00:00:00,153.11,1,Tallinn,pood,aksessuaarid
2271,2023-07-29 00:00:00,234.91,1,Tartu,pood,jalanõusid
2341,2023-07-29 00:00:00,336.68,2,null,online,naiste_riided
2397,2023-07-29 00:00:00,201.86,2,null,online,meeste_riided
2406,2023-07-29 00:00:00,29.42,1,Tartu,pood,aksessuaarid
2412,2023-07-29 00:00:00,212.42,2,Tallinn,pood,laste_riided
2012,2023-07-30 00:00:00,210.76,1,Tartu,pood,naiste_riided
2047,2023-07-30 00:00:00,327.07,1,Tallinn,pood,meeste_riided
2128,2023-07-30 00:00:00,274.78,1,Tallinn,pood,meeste_riided
2132,2023-07-30 00:00:00,123.64,1,Pärnu,pood,laste_riided
2157,2023-07-30 00:00:00,368.14,2,Tartu,pood,meeste_riided
2196,2023-07-30 00:00:00,251.91,3,Tallinn,pood,jalanõusid
2222,2023-07-30 00:00:00,265.20,1,Tartu,pood,naiste_riided
2237,2023-07-30 00:00:00,110.53,1,null,online,meeste_riided
2289,2023-07-30 00:00:00,130.73,1,Tallinn,pood,laste_riided
2342,2023-07-30 00:00:00,414.46,2,Tallinn,pood,jalanõusid
2393,2023-07-30 00:00:00,180.14,1,Pärnu,pood,naiste_riided
2417,2023-07-30 00:00:00,163.53,1,Pärnu,pood,meeste_riided
2423,2023-07-30 00:00:00,1297.52,4,Tartu,pood,jalanõusid
1999,2023-07-31 00:00:00,216.18,2,Tartu,pood,naiste_riided
2013,2023-07-31 00:00:00,125.10,2,null,online,jalanõusid
2105,2023-07-31 00:00:00,424.84,4,Pärnu,pood,laste_riided
2190,2023-07-31 00:00:00,518.46,2,Tartu,pood,meeste_riided
2230,2023-07-31 00:00:00,77.78,1,null,online,laste_riided
2238,2023-07-31 00:00:00,590.73,3,Tallinn,pood,meeste_riided
2370,2023-07-31 00:00:00,114.80,1,null,online,laste_riided
2411,2023-07-31 00:00:00,826.08,4,null,online,naiste_riided
2439,2023-08-01 00:00:00,74.41,1,Tallinn,pood,jalanõusid
2479,2023-08-01 00:00:00,96.50,1,Tallinn,pood,meeste_riided
2545,2023-08-01 00:00:00,139.74,1,Pärnu,pood,naiste_riided
2561,2023-08-01 00:00:00,142.57,1,Tartu,pood,meeste_riided
2592,2023-08-01 00:00:00,73.18,1,Tartu,pood,jalanõusid
2631,2023-08-01 00:00:00,158.51,1,null,online,naiste_riided
2636,2023-08-01 00:00:00,47.07,1,null,online,aksessuaarid
2645,2023-08-01 00:00:00,104.27,1,Tallinn,pood,laste_riided
2701,2023-08-01 00:00:00,187.68,3,null,online,aksessuaarid
2704,2023-08-01 00:00:00,244.90,2,null,online,naiste_riided
2707,2023-08-01 00:00:00,138.90,1,Tallinn,pood,meeste_riided
2745,2023-08-01 00:00:00,438.76,2,Tallinn,pood,aksessuaarid
2761,2023-08-01 00:00:00,319.42,1,Pärnu,pood,naiste_riided
2764,2023-08-01 00:00:00,31.65,1,Tallinn,pood,laste_riided
2480,2023-08-02 00:00:00,382.96,2,null,online,aksessuaarid
2488,2023-08-02 00:00:00,147.16,1,null,online,aksessuaarid
2490,2023-08-02 00:00:00,600.44,4,Tartu,pood,naiste_riided
2496,2023-08-02 00:00:00,231.13,1,Tallinn,pood,aksessuaarid
2510,2023-08-02 00:00:00,45.40,2,Tartu,pood,laste_riided
2595,2023-08-02 00:00:00,45.21,1,null,online,aksessuaarid
2598,2023-08-02 00:00:00,151.45,1,null,online,laste_riided
2637,2023-08-02 00:00:00,160.91,1,Tallinn,pood,meeste_riided
2644,2023-08-02 00:00:00,58.84,2,Tartu,pood,aksessuaarid
2678,2023-08-02 00:00:00,742.10,2,Tallinn,pood,jalanõusid
2700,2023-08-02 00:00:00,607.71,3,Tartu,pood,naiste_riided
2800,2023-08-02 00:00:00,96.11,1,null,online,jalanõusid
2489,2023-08-03 00:00:00,93.13,1,null,online,aksessuaarid
2511,2023-08-03 00:00:00,-542.70,2,Tartu,pood,jalanõusid
2536,2023-08-03 00:00:00,84.41,1,Tallinn,pood,jalanõusid
2537,2023-08-03 00:00:00,160.78,2,Tallinn,pood,laste_riided
2538,2023-08-03 00:00:00,252.10,1,Tartu,pood,jalanõusid
2588,2023-08-03 00:00:00,1013.04,4,Tartu,pood,meeste_riided
2601,2023-08-03 00:00:00,303.78,3,null,online,laste_riided
2621,2023-08-03 00:00:00,731.79,3,Tallinn,pood,meeste_riided
2624,2023-08-03 00:00:00,1353.45,5,Pärnu,pood,jalanõusid
2655,2023-08-03 00:00:00,402.62,1,Tallinn,pood,jalanõusid
2669,2023-08-03 00:00:00,257.39,1,Tallinn,pood,naiste_riided
2708,2023-08-03 00:00:00,33.24,2,null,online,aksessuaarid
2808,2023-08-03 00:00:00,402.28,4,Tartu,pood,laste_riided
2817,2023-08-03 00:00:00,253.26,1,Tallinn,pood,meeste_riided
2832,2023-08-03 00:00:00,125.37,3,null,online,laste_riided
2847,2023-08-03 00:00:00,229.55,1,null,online,naiste_riided
2437,2023-08-04 00:00:00,158.94,1,Tallinn,pood,jalanõusid
2498,2023-08-04 00:00:00,300.22,2,Tallinn,pood,naiste_riided
2546,2023-08-04 00:00:00,275.20,5,Tallinn,pood,laste_riided
2635,2023-08-04 00:00:00,26.62,1,Pärnu,pood,laste_riided
2668,2023-08-04 00:00:00,45.40,2,null,online,laste_riided
2719,2023-08-04 00:00:00,128.66,1,null,online,jalanõusid
2784,2023-08-04 00:00:00,48.58,1,Tallinn,pood,laste_riided
2816,2023-08-04 00:00:00,234.91,1,null,online,jalanõusid
2839,2023-08-04 00:00:00,309.42,2,Tallinn,pood,meeste_riided
2845,2023-08-04 00:00:00,327.07,1,null,online,meeste_riided
2451,2023-08-05 00:00:00,233.74,2,Tallinn,pood,jalanõusid
2482,2023-08-05 00:00:00,71.36,2,null,online,laste_riided
2526,2023-08-05 00:00:00,416.22,2,Tallinn,pood,meeste_riided
2551,2023-08-05 00:00:00,300.22,2,Tallinn,pood,naiste_riided
2569,2023-08-05 00:00:00,459.10,2,Tallinn,pood,naiste_riided
2672,2023-08-05 00:00:00,221.89,1,Tartu,pood,naiste_riided
2712,2023-08-05 00:00:00,112.68,1,Tartu,pood,laste_riided
2749,2023-08-05 00:00:00,480.63,3,Tallinn,pood,meeste_riided
2755,2023-08-05 00:00:00,122.45,1,null,online,naiste_riided
2814,2023-08-05 00:00:00,252.84,2,Tallinn,pood,meeste_riided
2818,2023-08-05 00:00:00,58.96,2,Tallinn,pood,aksessuaarid
2824,2023-08-05 00:00:00,219.38,1,Tallinn,pood,aksessuaarid
2424,2023-08-06 00:00:00,401.54,2,Tartu,pood,naiste_riided
2428,2023-08-06 00:00:00,458.02,2,Tallinn,pood,meeste_riided
2430,2023-08-06 00:00:00,451.62,2,Pärnu,pood,naiste_riided
2475,2023-08-06 00:00:00,631.08,3,Tallinn,pood,jalanõusid
2502,2023-08-06 00:00:00,83.23,1,Tallinn,pood,naiste_riided
2542,2023-08-06 00:00:00,646.74,3,Pärnu,pood,aksessuaarid
2599,2023-08-06 00:00:00,302.16,2,Tartu,pood,meeste_riided
2750,2023-08-06 00:00:00,302.86,1,Tallinn,pood,jalanõusid
2754,2023-08-06 00:00:00,168.34,1,null,online,naiste_riided
2769,2023-08-06 00:00:00,626.49,3,Tallinn,pood,naiste_riided
2774,2023-08-06 00:00:00,205.00,1,Tallinn,pood,meeste_riided
2849,2023-08-06 00:00:00,110.70,1,null,online,laste_riided
2486,2023-08-07 00:00:00,167.23,1,null,online,laste_riided
2543,2023-08-07 00:00:00,737.34,2,Tallinn,pood,jalanõusid
2557,2023-08-07 00:00:00,209.05,1,null,online,naiste_riided
2572,2023-08-07 00:00:00,530.40,2,Tallinn,pood,naiste_riided
2600,2023-08-07 00:00:00,138.13,1,null,online,laste_riided
2608,2023-08-07 00:00:00,286.84,2,Tartu,pood,meeste_riided
2614,2023-08-07 00:00:00,229.88,2,null,online,meeste_riided
2656,2023-08-07 00:00:00,106.71,1,Tartu,pood,aksessuaarid
2711,2023-08-07 00:00:00,462.26,2,Tallinn,pood,aksessuaarid
2717,2023-08-07 00:00:00,246.45,3,null,online,meeste_riided
2743,2023-08-07 00:00:00,705.25,5,null,online,jalanõusid
2804,2023-08-07 00:00:00,337.64,2,Tallinn,pood,laste_riided
2838,2023-08-07 00:00:00,368.67,1,null,online,jalanõusid
2846,2023-08-07 00:00:00,22.70,1,null,online,laste_riided
2433,2023-08-08 00:00:00,540.42,3,null,online,naiste_riided
2438,2023-08-08 00:00:00,314.55,3,null,online,laste_riided
2477,2023-08-08 00:00:00,110.53,1,Tartu,pood,meeste_riided
2508,2023-08-08 00:00:00,71.36,2,Tallinn,pood,laste_riided
2516,2023-08-08 00:00:00,332.55,1,Tartu,pood,meeste_riided
2584,2023-08-08 00:00:00,273.32,1,Tallinn,pood,jalanõusid
2628,2023-08-08 00:00:00,130.73,1,null,online,laste_riided
2654,2023-08-08 00:00:00,152.85,1,Tallinn,pood,laste_riided
2680,2023-08-08 00:00:00,207.23,1,Tartu,pood,jalanõusid
2706,2023-08-08 00:00:00,1013.04,4,Pärnu,pood,meeste_riided
2794,2023-08-08 00:00:00,286.17,3,null,online,aksessuaarid
2809,2023-08-08 00:00:00,107.67,1,Tartu,pood,meeste_riided
2844,2023-08-08 00:00:00,-125.98,1,null,online,naiste_riided
2432,2023-08-09 00:00:00,550.20,3,Tartu,pood,aksessuaarid
2434,2023-08-09 00:00:00,215.34,2,Tallinn,pood,meeste_riided
2445,2023-08-09 00:00:00,104.85,1,null,online,laste_riided
2549,2023-08-09 00:00:00,305.72,1,Tallinn,pood,jalanõusid
2554,2023-08-09 00:00:00,315.27,3,Tallinn,pood,meeste_riided
2594,2023-08-09 00:00:00,184.07,1,Tallinn,pood,meeste_riided
2597,2023-08-09 00:00:00,143.42,1,Tallinn,pood,meeste_riided
2638,2023-08-09 00:00:00,329.99,1,Tallinn,pood,jalanõusid
2660,2023-08-09 00:00:00,234.79,1,Pärnu,pood,meeste_riided
2718,2023-08-09 00:00:00,85.28,2,null,online,naiste_riided
2740,2023-08-09 00:00:00,429.44,4,Tallinn,pood,laste_riided
2793,2023-08-09 00:00:00,135.99,1,null,online,naiste_riided
2811,2023-08-09 00:00:00,457.62,2,Tartu,pood,jalanõusid
2467,2023-08-10 00:00:00,583.44,2,Tallinn,pood,jalanõusid
2507,2023-08-10 00:00:00,371.05,1,Tallinn,pood,jalanõusid
2550,2023-08-10 00:00:00,125.37,3,Tallinn,pood,laste_riided
2559,2023-08-10 00:00:00,332.55,1,Pärnu,pood,meeste_riided
2602,2023-08-10 00:00:00,162.86,1,Tallinn,pood,naiste_riided
2685,2023-08-10 00:00:00,145.20,2,null,online,laste_riided
2709,2023-08-10 00:00:00,274.50,1,Tallinn,pood,meeste_riided
2768,2023-08-10 00:00:00,45.27,3,Tallinn,pood,aksessuaarid
2783,2023-08-10 00:00:00,86.14,1,null,online,laste_riided
2834,2023-08-10 00:00:00,53.01,1,Pärnu,pood,meeste_riided
2429,2023-08-11 00:00:00,96.50,1,null,online,meeste_riided
2471,2023-08-11 00:00:00,286.84,2,Tartu,pood,meeste_riided
2481,2023-08-11 00:00:00,29.48,1,Pärnu,pood,aksessuaarid
2553,2023-08-11 00:00:00,76.70,1,null,online,naiste_riided
2570,2023-08-11 00:00:00,317.02,2,Pärnu,pood,naiste_riided
2648,2023-08-11 00:00:00,38.70,1,null,online,laste_riided
2677,2023-08-11 00:00:00,-350.50,2,Tallinn,pood,meeste_riided
2710,2023-08-11 00:00:00,832.44,4,null,online,meeste_riided
2790,2023-08-11 00:00:00,31.65,1,Pärnu,pood,laste_riided
2798,2023-08-11 00:00:00,541.38,2,Tallinn,pood,jalanõusid
2819,2023-08-11 00:00:00,67.75,1,Tartu,pood,jalanõusid
2454,2023-08-12 00:00:00,117.68,4,Tallinn,pood,aksessuaarid
2455,2023-08-12 00:00:00,700.38,2,null,online,jalanõusid
2476,2023-08-12 00:00:00,74.81,1,Tartu,pood,aksessuaarid
2512,2023-08-12 00:00:00,302.90,2,Tallinn,pood,laste_riided
2513,2023-08-12 00:00:00,127.24,2,Tartu,pood,jalanõusid
2533,2023-08-12 00:00:00,290.55,1,Tartu,pood,naiste_riided
2575,2023-08-12 00:00:00,265.20,1,Tallinn,pood,naiste_riided
2586,2023-08-12 00:00:00,339.21,1,Tartu,pood,jalanõusid
2652,2023-08-12 00:00:00,506.46,3,null,online,laste_riided
2653,2023-08-12 00:00:00,66.12,3,Tallinn,pood,aksessuaarid
2731,2023-08-12 00:00:00,80.39,1,null,online,laste_riided
2735,2023-08-12 00:00:00,55.04,1,Tallinn,pood,laste_riided
2737,2023-08-12 00:00:00,291.36,1,null,online,naiste_riided
2788,2023-08-12 00:00:00,210.03,3,null,online,meeste_riided
2799,2023-08-12 00:00:00,132.42,2,null,online,laste_riided
2813,2023-08-12 00:00:00,29.48,1,Tartu,pood,aksessuaarid
2830,2023-08-12 00:00:00,308.84,1,Pärnu,pood,naiste_riided
2448,2023-08-13 00:00:00,73.90,1,null,online,laste_riided
2497,2023-08-13 00:00:00,178.58,2,null,online,meeste_riided
2582,2023-08-13 00:00:00,518.46,2,null,online,meeste_riided
2590,2023-08-13 00:00:00,218.42,1,Tartu,pood,meeste_riided
2609,2023-08-13 00:00:00,283.24,2,null,online,laste_riided
2620,2023-08-13 00:00:00,430.70,5,Tallinn,pood,laste_riided
2666,2023-08-13 00:00:00,116.98,2,Tartu,pood,jalanõusid
2684,2023-08-13 00:00:00,55.04,1,Tartu,pood,laste_riided
2697,2023-08-13 00:00:00,188.91,1,null,online,aksessuaarid
2716,2023-08-13 00:00:00,282.29,1,Tallinn,pood,jalanõusid
2728,2023-08-13 00:00:00,271.98,2,null,online,naiste_riided
2738,2023-08-13 00:00:00,47.07,1,Tallinn,pood,aksessuaarid
2772,2023-08-13 00:00:00,95.50,1,Tallinn,pood,naiste_riided
2787,2023-08-13 00:00:00,316.04,1,Tallinn,pood,meeste_riided
2812,2023-08-13 00:00:00,194.57,1,Tallinn,pood,aksessuaarid
2828,2023-08-13 00:00:00,189.30,2,Tallinn,pood,laste_riided
2453,2023-08-14 00:00:00,201.14,2,Tartu,pood,laste_riided
2464,2023-08-14 00:00:00,84.95,1,Tallinn,pood,laste_riided
2517,2023-08-14 00:00:00,181.68,1,Pärnu,pood,aksessuaarid
2565,2023-08-14 00:00:00,162.96,2,null,online,jalanõusid
2593,2023-08-14 00:00:00,291.44,2,Tartu,pood,aksessuaarid
2604,2023-08-14 00:00:00,297.64,4,Tallinn,pood,jalanõusid
2615,2023-08-14 00:00:00,418.10,2,Tartu,pood,naiste_riided
2616,2023-08-14 00:00:00,127.90,2,Tallinn,pood,jalanõusid
2676,2023-08-14 00:00:00,143.64,3,null,online,aksessuaarid
2730,2023-08-14 00:00:00,417.08,4,Tartu,pood,laste_riided
2802,2023-08-14 00:00:00,565.90,2,Tartu,pood,naiste_riided
2815,2023-08-14 00:00:00,632.08,2,Tartu,pood,meeste_riided
2821,2023-08-14 00:00:00,665.10,2,null,online,meeste_riided
2840,2023-08-14 00:00:00,84.54,1,Tallinn,pood,jalanõusid
2841,2023-08-14 00:00:00,564.58,2,Pärnu,pood,jalanõusid
2431,2023-08-15 00:00:00,737.34,2,Pärnu,pood,jalanõusid
2443,2023-08-15 00:00:00,100.40,1,Tallinn,pood,laste_riided
2457,2023-08-15 00:00:00,442.84,2,null,online,jalanõusid
2469,2023-08-15 00:00:00,96.50,1,Tallinn,pood,meeste_riided
2509,2023-08-15 00:00:00,-243.96,2,Pärnu,pood,aksessuaarid
2568,2023-08-15 00:00:00,57.12,2,Tallinn,pood,aksessuaarid
2641,2023-08-15 00:00:00,305.70,2,Tartu,pood,laste_riided
2658,2023-08-15 00:00:00,234.99,1,Tallinn,pood,naiste_riided
2671,2023-08-15 00:00:00,825.36,4,null,online,jalanõusid
2693,2023-08-15 00:00:00,321.82,2,Tartu,pood,meeste_riided
2703,2023-08-15 00:00:00,381.56,4,Tallinn,pood,aksessuaarid
2722,2023-08-15 00:00:00,83.10,1,Tallinn,pood,meeste_riided
2751,2023-08-15 00:00:00,160.21,1,null,online,meeste_riided
2763,2023-08-15 00:00:00,53.01,1,null,online,meeste_riided
2773,2023-08-15 00:00:00,593.16,2,Tartu,pood,meeste_riided
2777,2023-08-15 00:00:00,67.75,1,Tallinn,pood,jalanõusid
2791,2023-08-15 00:00:00,257.50,5,null,online,laste_riided
2827,2023-08-15 00:00:00,84.54,1,null,online,jalanõusid
2440,2023-08-16 00:00:00,388.90,5,Tartu,pood,laste_riided
2446,2023-08-16 00:00:00,232.61,1,Tartu,pood,jalanõusid
2447,2023-08-16 00:00:00,514.78,2,Tallinn,pood,naiste_riided
2466,2023-08-16 00:00:00,694.32,2,Pärnu,pood,meeste_riided
2484,2023-08-16 00:00:00,259.69,1,Pärnu,pood,meeste_riided
2524,2023-08-16 00:00:00,159.18,2,null,online,meeste_riided
2613,2023-08-16 00:00:00,184.07,1,Tallinn,pood,meeste_riided
2640,2023-08-16 00:00:00,219.83,1,null,online,aksessuaarid
2651,2023-08-16 00:00:00,550.20,3,null,online,aksessuaarid
2679,2023-08-16 00:00:00,360.28,2,Tallinn,pood,naiste_riided
2692,2023-08-16 00:00:00,201.86,2,Tallinn,pood,meeste_riided
2720,2023-08-16 00:00:00,187.65,3,null,online,jalanõusid
2746,2023-08-16 00:00:00,276.26,2,Tartu,pood,laste_riided
2757,2023-08-16 00:00:00,1166.88,4,Tallinn,pood,jalanõusid
2505,2023-08-17 00:00:00,144.20,1,Pärnu,pood,meeste_riided
2532,2023-08-17 00:00:00,158.51,1,Pärnu,pood,naiste_riided
2534,2023-08-17 00:00:00,563.40,5,Tallinn,pood,laste_riided
2558,2023-08-17 00:00:00,109.42,1,Tartu,pood,aksessuaarid
2564,2023-08-17 00:00:00,315.27,3,null,online,meeste_riided
2617,2023-08-17 00:00:00,163.64,1,Tallinn,pood,jalanõusid
2667,2023-08-17 00:00:00,210.76,1,Tartu,pood,naiste_riided
2760,2023-08-17 00:00:00,183.31,1,Tallinn,pood,aksessuaarid
2776,2023-08-17 00:00:00,156.13,1,Tallinn,pood,aksessuaarid
2806,2023-08-17 00:00:00,726.72,4,Tallinn,pood,aksessuaarid
2833,2023-08-17 00:00:00,296.40,1,Tallinn,pood,naiste_riided
2449,2023-08-18 00:00:00,22.04,1,null,online,aksessuaarid
2462,2023-08-18 00:00:00,169.90,2,Tallinn,pood,laste_riided
2473,2023-08-18 00:00:00,432.36,4,Tartu,pood,naiste_riided
2487,2023-08-18 00:00:00,193.00,2,Tallinn,pood,meeste_riided
2491,2023-08-18 00:00:00,117.68,4,null,online,aksessuaarid
2556,2023-08-18 00:00:00,546.64,2,Pärnu,pood,jalanõusid
2560,2023-08-18 00:00:00,347.84,1,Tallinn,pood,meeste_riided
2562,2023-08-18 00:00:00,191.74,2,Tallinn,pood,laste_riided
2578,2023-08-18 00:00:00,84.41,1,Tartu,pood,jalanõusid
2627,2023-08-18 00:00:00,-191.48,1,null,online,aksessuaarid
2659,2023-08-18 00:00:00,225.28,1,Tartu,pood,aksessuaarid
2741,2023-08-18 00:00:00,1286.95,5,Tallinn,pood,naiste_riided
2829,2023-08-18 00:00:00,160.91,1,null,online,meeste_riided
2425,2023-08-19 00:00:00,269.16,2,null,online,meeste_riided
2435,2023-08-19 00:00:00,155.20,2,null,online,meeste_riided
2452,2023-08-19 00:00:00,145.16,2,Tallinn,pood,laste_riided
2458,2023-08-19 00:00:00,439.66,2,Tartu,pood,aksessuaarid
2472,2023-08-19 00:00:00,188.91,1,Pärnu,pood,aksessuaarid
2485,2023-08-19 00:00:00,228.81,1,null,online,jalanõusid
2514,2023-08-19 00:00:00,733.60,4,Tallinn,pood,aksessuaarid
2522,2023-08-19 00:00:00,504.20,2,Tartu,pood,jalanõusid
2581,2023-08-19 00:00:00,1277.68,4,Pärnu,pood,naiste_riided
2605,2023-08-19 00:00:00,120.17,1,Tallinn,pood,jalanõusid
2633,2023-08-19 00:00:00,308.84,1,null,online,naiste_riided
2634,2023-08-19 00:00:00,26.62,1,Tartu,pood,laste_riided
2689,2023-08-19 00:00:00,147.58,1,null,online,jalanõusid
2702,2023-08-19 00:00:00,65.52,1,null,online,jalanõusid
2729,2023-08-19 00:00:00,62.55,1,Tallinn,pood,jalanõusid
2795,2023-08-19 00:00:00,221.42,1,null,online,jalanõusid
2426,2023-08-20 00:00:00,273.06,1,Pärnu,pood,jalanõusid
2456,2023-08-20 00:00:00,407.34,2,Tallinn,pood,meeste_riided
2492,2023-08-20 00:00:00,417.44,2,Tallinn,pood,aksessuaarid
2500,2023-08-20 00:00:00,315.69,3,Tallinn,pood,laste_riided
2501,2023-08-20 00:00:00,23.45,1,null,online,aksessuaarid
2519,2023-08-20 00:00:00,209.05,1,Tallinn,pood,naiste_riided
2585,2023-08-20 00:00:00,495.04,2,null,online,naiste_riided
2646,2023-08-20 00:00:00,138.90,1,null,online,meeste_riided
2782,2023-08-20 00:00:00,146.55,3,Tallinn,pood,meeste_riided
2786,2023-08-20 00:00:00,210.76,1,null,online,naiste_riided
2822,2023-08-20 00:00:00,1487.16,4,Tallinn,pood,jalanõusid
2843,2023-08-20 00:00:00,222.10,1,Tallinn,pood,naiste_riided
2436,2023-08-21 00:00:00,80.39,1,Tallinn,pood,laste_riided
2460,2023-08-21 00:00:00,743.58,2,Tallinn,pood,jalanõusid
2515,2023-08-21 00:00:00,291.72,1,null,online,jalanõusid
2579,2023-08-21 00:00:00,107.26,1,Tartu,pood,aksessuaarid
2583,2023-08-21 00:00:00,339.21,1,Pärnu,pood,jalanõusid
2603,2023-08-21 00:00:00,53.01,1,Pärnu,pood,meeste_riided
2622,2023-08-21 00:00:00,375.34,1,Pärnu,pood,jalanõusid
2630,2023-08-21 00:00:00,73.18,1,Tallinn,pood,jalanõusid
2663,2023-08-21 00:00:00,659.49,3,Tallinn,pood,aksessuaarid
2742,2023-08-21 00:00:00,274.37,1,null,online,naiste_riided
2759,2023-08-21 00:00:00,545.04,3,Tallinn,pood,aksessuaarid
2459,2023-08-22 00:00:00,203.67,1,Tartu,pood,meeste_riided
2461,2023-08-22 00:00:00,53.58,2,Tallinn,pood,aksessuaarid
2541,2023-08-22 00:00:00,336.68,2,Tallinn,pood,naiste_riided
2548,2023-08-22 00:00:00,80.39,1,Tallinn,pood,laste_riided
2670,2023-08-22 00:00:00,549.00,2,Tartu,pood,meeste_riided
2688,2023-08-22 00:00:00,305.72,1,Pärnu,pood,jalanõusid
2699,2023-08-22 00:00:00,327.28,2,Tartu,pood,jalanõusid
2775,2023-08-22 00:00:00,269.85,1,Pärnu,pood,meeste_riided
2780,2023-08-22 00:00:00,614.54,2,Tartu,pood,jalanõusid
2441,2023-08-23 00:00:00,259.69,1,Tallinn,pood,meeste_riided
2442,2023-08-23 00:00:00,120.59,1,Tallinn,pood,meeste_riided
2450,2023-08-23 00:00:00,35.68,1,null,online,laste_riided
2468,2023-08-23 00:00:00,353.30,2,null,online,aksessuaarid
2494,2023-08-23 00:00:00,294.32,2,null,online,aksessuaarid
2504,2023-08-23 00:00:00,175.25,1,null,online,meeste_riided
